Country,Year,GDP [million Euro],Population,Emissions_GHG [thousand tonnes CO2eq],Emissions_NOx [tonne],Emissions_PM2.5 [tonne],Emissions_PM10 [tonne],Emissions_SOx [tonne],Emissions_NMVOC [tonne],Emissions_NH3 [tonne],Emissions_Pb [tonne],Emissions_Cd [tonne],Emissions_Hg [tonne],Emissions_As [tonne],Emissions_Ni [tonne],Emissions_Cr [tonne],Cost_GHG [Euro per tonnes CO2eq],Cost_NOx [Euro per tonne],Cost_PM2.5 [Euro per tonne],Cost_PM10 [Euro per tonne],Cost_SOx [Euro per tonne],Cost_NMVOC [Euro per tonne],Cost_NH3 [Euro per tonne],Cost_Pb [Euro per kg],Cost_Cd [Euro per kg],Cost_Hg [Euro per kg],Cost_As [Euro per kg],Cost_Ni [Euro per kg],Cost_Cr [Euro per kg],GDP per capita,External cost GHG,External cost NOx,External cost PM2.5,External cost PM10,External cost SOx,External cost NMVOC,External cost NH3,External cost Pb,External cost Cd,External cost Hg,External cost As,External cost Ni,External cost Cr,Total external cost,GrDP [million Euro],GrDP per capita [Euro],Share external cost [%]
Poland,2008,366040.5,38115641.0,376608.09,876190,149580,271160,879900,822060,336570,304,9,10,18,102,39,105,27011.0,129265,83938,42598.0,3070.0,70606,32531,185175,16903,11044,24,3129,9603.419761456982,39543.84945,23666.76809,19335.4587,22760.62808,37481.9802,2523.7242,23763.86142,9889.424,1666.575,169.03,198.792,2.448,122.031,181124.57014,184915.92986,4851.444840190409,49.48211199033986
Portugal,2008,179102.8,10553339.0,62625.8,227170,58770,97390,104370,175660,62060,30,2,2,3,66,10,105,31431.0,234012,151956,35284.0,2221.0,25361,32531,185175,16903,11044,24,3129,16971.19745703232,6575.709,7140.18027,13752.88524,14798.99484,3682.59108,390.14086,1573.90366,975.93,370.35,33.806,33.132,1.584,31.29,49360.49694999999,129742.30304999999,12293.957680123796,27.55986894118908
Romania,2008,146590.6,20635460.0,115107.11,303000,133670,172410,522190,321600,213020,57,4,3,7,17,17,105,52412.0,217324,141119,61831.0,3748.0,48662,32531,185175,16903,11044,24,3129,7103.820317065867,12086.24655,15880.836,29049.69908,24330.32679,32287.52989,1205.3568,10365.97924,1854.267,740.7,50.709,77.308,0.408,53.193,127982.55935000001,18608.040649999995,901.7507072776665,87.30611604700438
Slovenia,2008,37925.7,2010269.0,14275.72,57180,15850,19990,12680,44210,19760,6,1,0,1,2,2,105,84406.0,373078,242259,93509.0,10127.0,80401,32531,185175,16903,11044,24,3129,18865.98261227726,1498.9506,4826.33508,5913.2863,4842.75741,1185.69412,447.71467,1588.72376,195.186,185.175,0.0,11.044,0.048,6.258,20701.172940000004,17224.527059999993,8568.26974897389,54.58349599348201
Slovakia,2008,66098.1,5376064.0,41504.46,97800,25440,32230,67570,134520,29050,11,1,1,1,2,4,105,50306.0,233434,151580,60571.0,5753.0,104309,32531,185175,16903,11044,24,3129,12294.887114439116,4357.9682999999995,4919.9268,5938.56096,4885.4234,4092.78247,773.89356,3030.17645,357.841,185.175,16.903,11.044,0.048,12.516,28582.25894,37515.841060000006,6978.309979196678,43.24217933647109
Finland,2008,194265.0,5300484.0,51592.58,193520,22810,38560,66830,120300,35750,20,1,1,3,22,27,105,14520.0,65365,42445,17104.0,634.0,13649,32531,185175,16903,11044,24,3129,36650.426640284175,5417.2209,2809.9104,1490.97565,1636.6792,1143.06032,76.2702,487.95175,650.62,185.175,16.903,33.132,0.528,84.483,14032.909420000004,180232.09058,34002.94965139033,7.223591187295706
Sweden,2008,354881.1,9182927.0,21820.08,176070,27550,46480,29470,195910,57000,9,1,0,1,13,10,105,18625.0,53538,34765,20187.0,932.0,17421,32531,185175,16903,11044,24,3129,38645.749879096285,2291.1084000000005,3279.30375,1474.9719,1615.8772,594.91089,182.58812,992.997,292.779,185.175,0.0,11.044,0.312,31.29,10952.357259999999,343928.74273999996,37453.06292209444,3.0862047203979017
Norway,2008,317021.5,4737171.0,31431.61,214080,34110,42810,19900,181350,30900,7,1,0,2,0,4,105,16865.64706,56741,36845,15510.52941,1117.0,9684,32531,185175,16903,11044,24,3129,66922.11448562866,3300.31905,3610.5977226048,1935.43551,1577.33445,308.659535259,202.56795,299.2356,227.717,185.175,0.0,22.088,0.0,12.516,11681.645817863799,305339.8541821362,64456.16047681964,3.68481185593526
Switzerland,2008,389124.7,7593494.0,52442.62,90560,10000,17840,11720,106520,60260,19,1,1,0,0,0,105,143134.2577,306655,199126,232060.8763,12280.68085,65004,32531,185175,16903,11044,24,3129,51244.48639848797,5506.475100000001,12962.238377311998,3066.55,3552.40784,2719.753470236,1308.138124142,3917.14104,618.089,185.175,16.903,0.0,0.0,0.0,33852.87095169,355271.82904831,46786.34486947774,8.699748679970714
United Kingdom,2008,1995854.5,61571647.0,650884.25,1469150,120160,183270,549770,1025590,255140,115,5,7,19,173,48,105,55633.0,268250,174188,117414.0,4722.0,102606,32531,185175,16903,11044,24,3129,32415.155306792425,68342.84625,81733.22195,32232.92,31923.43476,64550.69478,4842.83598,26178.89484,3741.065,925.875,118.321,209.836,4.152,150.192,314954.28956,1680900.21044,27299.906569658597,15.780423350499749
Belgium,2009,346472.8,10753080.0,125173.69,242480,29230,37940,74390,145340,72680,31,2,2,2,11,10,105,67427.0,512037,332491,159275.0,7953.0,162801,32531,185175,16903,11044,24,3129,32220.79627418377,13143.23745,16349.69896,14966.84151,12614.70854,11848.46725,1155.88902,11832.37668,1008.461,370.35,33.806,22.088,0.264,31.29,83377.47841,263095.32159,24466.973331361805,24.06465338981877
Bulgaria,2009,37417.7,7467119.0,43727.44,139340,29030,51200,442240,93790,44220,75,2,1,7,13,6,105,39770.0,309647,201070,46368.0,2791.0,58106,32531,185175,16903,11044,24,3129,5010.995539243449,4591.3812,5541.5518,8989.05241,10294.784,20505.78432,261.76789,2569.44732,2439.825,370.35,16.903,77.308,0.312,18.774,55677.24093999999,-18259.54093999999,-2445.3260943075893,148.79920716666174
Czechia,2009,149586.5,10425783.0,130005.63,251650,41940,54850,168740,257580,87950,24,2,3,2,8,11,105,49118.0,282451,183409,71277.0,8138.0,131699,32531,185175,16903,11044,24,3129,14347.747310681605,13650.59115,12360.5447,11845.99494,10059.98365,12027.28098,2096.18604,11582.92705,780.744,370.35,50.709,22.088,0.192,34.419,74882.01051000001,74704.48948999999,7165.360097174476,50.05933724634242
Denmark,2009,231278.0,5511451.0,67075.64,154590,21210,32250,15590,133380,79910,13,1,0,0,5,2,105,25320.0,124113,80593,54274.0,1483.0,25524,32531,185175,16903,11044,24,3129,41963.17811770439,7042.9422,3914.2188,2632.43673,2599.12425,846.13166,197.80254,2039.62284,422.903,185.175,0.0,0.0,0.12,6.258,19886.735019999996,211391.26498,38354.92050641474,8.598628066655712
Germany,2009,2445730.0,82002356.0,882930.68,1454970,114410,216860,395720,1244950,616700,149,10,10,7,155,69,105,74688.0,266647,173147,116457.0,5720.0,90548,32531,185175,16903,11044,24,3129,29825.118683175395,92707.72140000001,108668.79936,30507.08327,37548.65842,46084.36404,7121.114,55840.9516,4847.119,1851.75,169.03,77.308,3.72,215.901,385643.52009000006,2060086.47991,25122.284046448618,15.76803326982128
Estonia,2009,14131.9,1335740.0,12766.86,36330,9570,15450,54880,23590,9930,31,1,1,8,5,8,105,7116.0,26735,17360,6789.0,508.0,15020,32531,185175,16903,11044,24,3129,10579.828409720454,1340.5203000000001,258.52428,255.85395,268.212,372.58032,11.98372,149.1486,1008.461,185.175,16.903,88.352,0.12,25.032,3980.86617,10151.03383,7599.558170003144,28.169362718388893
Ireland,2009,169519.7,4521322.0,68525.62,128490,17130,37630,32650,114070,116750,6,0,0,1,11,3,105,29855.0,50219,32609,77934.0,1779.0,15632,32531,185175,16903,11044,24,3129,37493.39241929683,7195.1901,3836.06895,860.25147,1227.07667,2544.5451,202.93053,1825.036,195.186,0.0,0.0,11.044,0.264,9.387,17906.97982,151612.72018,33532.82959718419,10.563362146110451
Greece,2009,237534.2,11094745.0,121550.48,434660,61670,120710,392330,249570,66020,61,8,3,3,58,6,105,26670.0,145705,94614,36550.0,3480.0,41129,32531,185175,16903,11044,24,3129,21409.61328989535,12762.8004,11592.3822,8985.62735,11420.85594,14339.6615,868.5036,2715.33658,1984.391,1481.4,50.709,33.132,1.392,18.774,66254.96557000001,171279.23443,15437.87030977278,27.892811043630775
Spain,2009,1069323.0,46239273.0,338099.11,971490,140600,209190,284430,617660,440450,114,8,4,13,99,28,105,42135.0,201671,130955,71915.0,3611.0,22806,32531,185175,16903,11044,24,3129,23125.86099699275,35500.40655,40933.73115,28354.9426,27394.47645,20454.78345,2230.37026,10044.9027,3708.534,1481.4,67.612,143.572,2.376,87.612,170404.71915999995,898918.28084,19440.579890605113,15.935757405386394
France,2009,1936422.0,64350226.0,465827.4,1165570,184860,266700,293260,1197980,613780,99,3,5,8,107,36,105,63655.0,208191,135189,111252.0,6209.0,42588,32531,185175,16903,11044,24,3129,30091.922287887537,48911.877,74194.35835,38486.18826,36054.9063,32625.76152,7438.25782,26139.66264,3220.569,555.525,84.515,88.352,2.568,112.644,267915.1848900001,1668506.8151099999,25928.53077330295,13.835578447776367
Croatia,2009,45413.1,4309796.0,21382.6,80210,37830,52370,56210,95420,39680,9,1,1,1,12,3,105,59833.0,192306,124874,79013.0,5231.0,59914,32531,185175,16903,11044,24,3129,10537.180878166855,2245.173,4799.20493,7274.93598,6539.65138,4441.32073,499.14202,2377.38752,292.779,185.175,16.903,11.044,0.288,9.387,28692.391559999996,16720.708440000002,3879.698352311804,63.180869749037164
Italy,2009,1577255.9,59000586.0,471359.59,964440,200910,239750,241080,1184350,390140,196,6,8,20,53,37,105,108205.0,592650,384838,93754.0,15642.0,93026,32531,185175,16903,11044,24,3129,26732.88533100332,49492.75695,104357.2302,119069.3115,92264.9105,22602.21432,18525.6027,36293.16364,6376.076,1111.05,135.224,220.88,1.272,115.773,450565.46481,1126690.4351899999,19096.258386145517,28.566414924173053
Cyprus,2009,18675.5,796930.0,9476.67,20030,1660,3260,17580,13370,9430,1,0,0,0,11,0,105,15126.0,48390,31422,18211.0,889.0,14690,32531,185175,16903,11044,24,3129,23434.304142145484,995.05035,302.97378,80.3274,102.43572,320.14938,11.88593,138.5267,32.531,0.0,0.0,0.0,0.264,0.0,1984.1442599999998,16691.35574,20944.569460303916,10.624316671575057
Latvia,2009,18922.0,2162834.0,7076.07,38730,27830,35600,6640,47640,15410,136,1,0,13,5,2,105,19176.0,98627,64043,28699.0,665.0,17100,32531,185175,16903,11044,24,3129,8748.706558154718,742.98735,742.68648,2744.78941,2279.9308,190.56136,31.6806,263.511,4424.216,185.175,0.0,143.572,0.12,6.258,11755.488000000001,7166.511999999999,3313.4822182377375,62.12603318888067
Lithuania,2009,26897.0,3183856.0,12392.2,52740,8330,13380,19400,59150,37840,2,0,0,0,4,1,105,18399.0,62144,40353,25598.0,647.0,20560,32531,185175,16903,11044,24,3129,8447.932318547071,1301.181,970.36326,517.65952,539.92314,496.6012,38.27005,777.9904,65.062,0.0,0.0,0.0,0.096,3.129,4710.27557,22186.724430000002,6968.507504736396,17.51227114548091
Luxembourg,2009,39050.7,493500.0,11255.23,38490,1890,2610,1760,12460,5500,1,0,0,0,0,0,105,71957.0,247472,160696,150219.0,4640.0,82776,32531,185175,16903,11044,24,3129,79130.09118541033,1181.7991499999998,2769.62493,467.72208,419.41656,264.38544,57.8144,455.268,32.531,0.0,0.0,0.0,0.0,0.0,5648.56156,33402.138439999995,67684.17110435663,14.464687086275022
Hungary,2009,94638.0,10030975.0,61171.44,150920,48540,78150,29640,136780,70660,9,1,1,2,4,10,105,68921.0,261548,169836,77634.0,4795.0,74316,32531,185175,16903,11044,24,3129,9434.576399602232,6423.001200000001,10401.55732,12695.53992,13272.6834,2301.07176,655.8601,5251.16856,292.779,185.175,16.903,22.088,0.096,31.29,51549.21326,43088.78674,4295.573136210588,54.469888691646055
Malta,2009,6259.6,410926.0,2899.25,8620,460,1000,6520,3370,1720,4,0,0,0,0,0,105,7158.0,150194,97529,17076.0,2486.0,87032,32531,185175,16903,11044,24,3129,15232.912981899419,304.42125,61.70196,69.08924,97.529,111.33552,8.37782,149.69504,130.124,0.0,0.0,0.0,0.0,0.0,932.2738300000001,5327.32617,12964.198347147661,14.893504856540353
Netherlands,2009,624842.0,16485787.0,204974.63,353530,23750,36850,39550,257580,137030,31,4,1,1,3,4,105,79400.0,294599,191298,135753.0,6051.0,112156,32531,185175,16903,11044,24,3129,37901.86055418525,21522.336150000003,28070.282,6996.72625,7049.3313,5369.03115,1558.61658,15368.73668,1008.461,740.7,16.903,11.044,0.072,12.516,87724.75611,537117.24389,32580.62498866448,14.039510165769906
Austria,2009,288044.0,8335003.0,77125.83,204060,19220,31460,14750,137490,62920,18,1,1,0,0,0,105,75781.0,227195,147529,113124.0,8226.0,75613,32531,185175,16903,11044,24,3129,34558.355887814316,8098.21215,15463.87086,4366.6879,4641.26234,1668.579,1130.99274,4757.56996,585.558,185.175,16.903,0.0,0.0,0.0,40914.81095000001,247129.18905,29649.562099737697,14.204361469081116
Poland,2009,317040.6,38135876.0,358602.38,862210,143060,259460,745540,773810,324260,270,8,9,17,99,37,105,27011.0,129265,83938,42598.0,3070.0,70606,32531,185175,16903,11044,24,3129,8313.44742153032,37653.249899999995,23289.15431,18492.6509,21778.55348,31758.51292,2375.5967,22894.70156,8783.37,1481.4,152.127,187.748,2.376,115.773,168965.21376999994,148075.38623000003,3882.836891697467,53.29450353361681
Portugal,2009,175416.4,10563014.0,59661.25,214670,55490,95160,72040,160900,59550,28,2,2,3,53,9,105,31431.0,234012,151956,35284.0,2221.0,25361,32531,185175,16903,11044,24,3129,16606.66169712546,6264.43125,6747.29277,12985.32588,14460.13296,2541.85936,357.3589,1510.24755,910.868,370.35,33.806,33.132,1.272,28.161,46244.237669999995,129172.16232999999,12228.722060767881,26.362550861835036
Romania,2009,125213.9,20440290.0,97436.65,255800,126400,162550,442900,278400,204840,37,3,2,5,15,12,105,52412.0,217324,141119,61831.0,3748.0,48662,32531,185175,16903,11044,24,3129,6125.837744963501,10230.84825,13406.9896,27469.7536,22938.89345,27384.9499,1043.4432,9967.92408,1203.647,555.525,33.806,55.22,0.36,37.548,114328.90807999996,10884.99192000003,532.5262958597959,91.30688212730374
Slovenia,2009,36254.9,2032362.0,12181.23,48550,14480,17290,10220,40640,20140,5,1,0,1,2,1,105,84406.0,373078,242259,93509.0,10127.0,80401,32531,185175,16903,11044,24,3129,17838.800371193716,1279.0291499999998,4097.9113,5402.16944,4188.65811,955.66198,411.56128,1619.27614,162.655,185.175,0.0,11.044,0.048,3.129,18316.3184,17938.5816,8826.469693883275,50.52094585835294
Slovakia,2009,64095.5,5382401.0,37455.43,88070,23250,29780,62720,125210,28930,10,1,1,1,2,4,105,50306.0,233434,151580,60571.0,5753.0,104309,32531,185175,16903,11044,24,3129,11908.347222735727,3932.82015,4430.44942,5427.3405,4514.0524,3799.01312,720.33313,3017.65937,325.31,185.175,16.903,11.044,0.048,12.516,26392.66409,37702.83591,7004.8359291699,41.17709369612531
Finland,2009,181747.0,5326314.0,34567.27,176430,22210,37470,58910,111310,36260,17,1,1,3,21,17,105,14520.0,65365,42445,17104.0,634.0,13649,32531,185175,16903,11044,24,3129,34122.4719383799,3629.5633499999994,2561.7636,1451.75665,1590.41415,1007.59664,70.57054,494.91274,553.027,185.175,16.903,33.132,0.504,53.193,11648.51167,170098.48833,31935.497668744276,6.409190616626408
Sweden,2009,314637.5,9256347.0,17473.73,164020,26010,44010,27060,180710,54120,9,1,1,1,12,3,105,18625.0,53538,34765,20187.0,932.0,17421,32531,185175,16903,11044,24,3129,33991.54115549039,1834.74165,3054.8725,1392.52338,1530.00765,546.26022,168.42172,942.82452,292.779,185.175,16.903,11.044,0.288,9.387,9985.227640000001,304652.27236,32912.79727953155,3.1735656557149103
Norway,2009,278246.6,4799252.0,25553.22,204450,31980,40660,14830,165220,30820,5,1,0,1,0,4,105,16865.64706,56741,36845,15510.52941,1117.0,9684,32531,185175,16903,11044,24,3129,57977.07642774331,2683.0881,3448.1815414169996,1814.57718,1498.1177,230.0211511503,184.55074,298.46088,162.655,185.175,0.0,11.044,0.0,12.516,10528.3872925673,267718.2127074327,55783.320548167234,3.783833222963839
Switzerland,2009,402236.6,7701856.0,49949.0,85590,9380,17170,10370,103090,58950,18,1,1,0,0,0,105,143134.2577,306655,199126,232060.8763,12280.68085,65004,32531,185175,16903,11044,24,3129,52225.93099637282,5244.645,12250.861116543,2876.4239,3418.99342,2406.471287231,1266.0153888265002,3831.9858,585.558,185.175,16.903,0.0,0.0,0.0,32083.0319126005,370153.5680873995,48060.30755280279,7.976159283516344
United Kingdom,2009,1738066.5,62042343.0,594658.93,1271800,114400,173560,452070,920880,257980,100,5,6,17,143,45,105,55633.0,268250,174188,117414.0,4722.0,102606,32531,185175,16903,11044,24,3129,28014.1983032459,62439.18765000001,70754.0494,30687.8,30232.06928,53079.34698,4348.39536,26470.29588,3253.1,925.875,101.418,187.748,3.432,140.805,282623.52254999994,1455442.9774500001,23458.865463059643,16.26080029446514
Belgium,2010,363140.1,10839905.0,133287.74,244710,30690,39660,60620,144060,73150,40,2,2,2,10,14,105,67427.0,512037,332491,159275.0,7953.0,162801,32531,185175,16903,11044,24,3129,33500.30281630697,13995.2127,16500.06117,15714.41553,13186.59306,9655.2505,1145.70918,11908.89315,1301.24,370.35,33.806,22.088,0.24,43.806,83877.66529000002,279262.43470999994,25762.443002037373,23.09788020931867
Bulgaria,2010,38284.9,7421766.0,47022.53,125270,30890,52880,386870,85340,43230,63,2,1,3,7,5,105,39770.0,309647,201070,46368.0,2791.0,58106,32531,185175,16903,11044,24,3129,5158.462285121897,4937.36565,4981.9879,9564.99583,10632.5816,17938.38816,238.18394,2511.92238,2049.453,370.35,16.903,33.132,0.168,15.645,53291.07645999999,-15006.176459999988,-2021.914522769916,139.19607067015974
Czechia,2010,157920.8,10462088.0,133493.58,248030,45020,57510,163850,254600,91470,23,1,3,2,8,11,105,49118.0,282451,183409,71277.0,8138.0,131699,32531,185175,16903,11044,24,3129,15094.577678948981,14016.825899999998,12182.73754,12715.94402,10547.85159,11678.73645,2071.9348,12046.50753,748.213,185.175,50.709,22.088,0.192,34.419,76301.33383,81619.46616999999,7801.450931209906,48.31620269780802
Denmark,2010,243165.4,5534738.0,66274.7,149680,21270,32690,15440,131160,80740,13,1,0,0,5,2,105,25320.0,124113,80593,54274.0,1483.0,25524,32531,185175,16903,11044,24,3129,43934.40123091644,6958.8435,3789.8976,2639.88351,2634.58517,837.99056,194.51028,2060.80776,422.903,185.175,0.0,0.0,0.12,6.258,19730.974379999996,223434.42562,40369.4674653073,8.11421953123265
Germany,2010,2564400.0,81802257.0,921074.03,1470970,119740,227770,405400,1361410,618910,171,13,11,7,154,74,105,74688.0,266647,173147,116457.0,5720.0,90548,32531,185175,16903,11044,24,3129,31348.768286430044,96712.77315000001,109863.80736,31928.31178,39437.69219,47211.6678,7787.2652,56041.06268,5562.801,2407.275,185.933,77.308,3.696,231.546,397451.13916,2166948.86084,26490.08646350675,15.498796566838248
Estonia,2010,14741.1,1333290.0,16345.42,42340,13840,23300,83290,23010,10090,41,1,1,11,7,11,105,7116.0,26735,17360,6789.0,508.0,15020,32531,185175,16903,11044,24,3129,11056.184325990596,1716.2691,301.29144,370.0124,404.488,565.45581,11.68908,151.5518,1333.771,185.175,16.903,121.484,0.168,34.419,5212.67763,9528.42237,7146.549040343812,35.36152410607078
Ireland,2010,167391.4,4549428.0,69778.9,121630,16240,35050,26670,111000,114830,6,0,0,1,10,2,105,29855.0,50219,32609,77934.0,1779.0,15632,32531,185175,16903,11044,24,3129,36793.94420573311,7326.784499999999,3631.26365,815.55656,1142.94545,2078.49978,197.469,1795.02256,195.186,0.0,0.0,11.044,0.24,6.258,17200.269500000006,150191.1305,33013.18989991709,10.275479803621934
Greece,2010,224124.0,11119289.0,115467.93,363540,47670,90830,230480,215060,71250,31,5,2,2,60,7,105,26670.0,145705,94614,36550.0,3480.0,41129,32531,185175,16903,11044,24,3129,20156.32474342559,12124.132649999998,9695.6118,6945.75735,8593.78962,8424.044,748.4088,2930.44125,1008.461,925.875,33.806,22.088,1.44,21.903,51475.75847,172648.24153,15526.913773893277,22.967535145722902
Spain,2010,1072709.0,46486619.0,321431.93,910590,137200,201710,242880,616820,435480,119,8,4,12,92,27,105,42135.0,201671,130955,71915.0,3611.0,22806,32531,185175,16903,11044,24,3129,23075.65108144346,33750.35265,38367.70965,27669.2612,26414.93305,17466.7152,2227.33702,9931.55688,3871.189,1481.4,67.612,132.528,2.208,84.483,161467.28565,911241.71435,19602.23681464122,15.05229150216881
France,2010,1995289.0,64658856.0,469112.97,1143890,189410,272800,269200,1205870,617780,112,3,5,8,87,39,105,63655.0,208191,135189,111252.0,6209.0,42588,32531,185175,16903,11044,24,3129,30858.711759453337,49256.861849999994,72814.31795,39433.45731,36879.5592,29949.0384,7487.24683,26310.01464,3643.472,555.525,84.515,88.352,2.088,122.031,266626.47918,1728662.52082,26735.123813820646,13.362800034481221
Croatia,2010,45578.0,4302847.0,21059.34,72250,38210,49520,35130,91890,42290,8,1,1,1,8,3,105,59833.0,192306,124874,79013.0,5231.0,59914,32531,185175,16903,11044,24,3129,10592.521649038415,2211.2307,4322.93425,7348.01226,6183.76048,2775.72669,480.67659,2533.76306,260.248,185.175,16.903,11.044,0.192,9.387,26339.05303,19238.94697,4471.213354785797,57.78896184562727
Italy,2010,1611279.4,59190143.0,476268.25,934180,196200,234400,221580,1117290,377110,218,5,8,17,41,40,105,108205.0,592650,384838,93754.0,15642.0,93026,32531,185175,16903,11044,24,3129,27222.090002384346,50008.16625,101082.9469,116277.93,90206.0272,20774.01132,17476.65018,35081.03486,7091.758,925.875,135.224,187.748,0.984,125.16,439373.51570999995,1171905.88429,19799.00410597082,27.268611248303674
Cyprus,2010,19410.0,819140.0,9183.7,18840,1580,3140,21740,12990,9560,1,0,0,0,7,0,105,15126.0,48390,31422,18211.0,889.0,14690,32531,185175,16903,11044,24,3129,23695.58317259565,964.2885000000001,284.97384,76.4562,98.66508,395.90714,11.54811,140.4364,32.531,0.0,0.0,0.0,0.168,0.0,2004.9742700000002,17405.02573,21247.925543863075,10.329594384337971
Latvia,2010,17937.5,2120504.0,9938.69,39840,22080,29980,4340,44560,15200,164,1,0,16,6,2,105,19176.0,98627,64043,28699.0,665.0,17100,32531,185175,16903,11044,24,3129,8459.073880549153,1043.5624500000001,763.97184,2177.68416,1920.00914,124.55366,29.6324,259.92,5335.084,185.175,0.0,176.704,0.144,6.258,12022.698649999998,5914.801350000002,2789.3375112709064,67.02549770034842
Lithuania,2010,28033.8,3141976.0,10327.02,55560,7980,13740,17910,58230,36760,3,0,0,0,4,1,105,18399.0,62144,40353,25598.0,647.0,20560,32531,185175,16903,11044,24,3129,8922.346956182988,1084.3371000000002,1022.24844,495.90912,554.45022,458.46018,37.67481,755.7856,97.593,0.0,0.0,0.0,0.096,3.129,4509.683469999999,23524.11653,7487.045263872162,16.08659357632572
Luxembourg,2010,42402.7,502066.0,12137.61,39370,1850,2500,1770,11810,5610,1,0,0,0,0,0,105,71957.0,247472,160696,150219.0,4640.0,82776,32531,185175,16903,11044,24,3129,84456.42604757144,1274.44905,2832.94709,457.8232,401.74,265.88763,54.7984,464.37336,32.531,0.0,0.0,0.0,0.0,0.0,5784.549729999999,36618.15027,72934.93339521099,13.641937258712296
Hungary,2010,99813.8,10014324.0,61605.08,147740,51440,73870,30360,131680,71250,8,2,1,2,3,11,105,68921.0,261548,169836,77634.0,4795.0,74316,32531,185175,16903,11044,24,3129,9967.10312148878,6468.5334,10182.38854,13454.02912,12545.78532,2356.96824,631.4056,5295.015,260.248,370.35,16.903,22.088,0.072,34.419,51638.20522,48175.59478,4810.668676188228,51.73453492402854
Malta,2010,6815.8,414027.0,2956.11,10440,600,1160,8000,3650,1680,4,0,0,0,0,0,105,7158.0,150194,97529,17076.0,2486.0,87032,32531,185175,16903,11044,24,3129,16462.211401671873,310.39155,74.72952,90.1164,113.13364,136.608,9.0739,146.21376,130.124,0.0,0.0,0.0,0.0,0.0,1010.39077,5805.40923,14021.813142621133,14.824243228967985
Netherlands,2010,639187.0,16574989.0,216967.41,349920,22700,35780,35760,268020,133910,38,5,1,1,2,4,105,79400.0,294599,191298,135753.0,6051.0,112156,32531,185175,16903,11044,24,3129,38563.343842943126,22781.57805,27783.648,6687.3973,6844.64244,4854.52728,1621.78902,15018.80996,1236.178,925.875,16.903,11.044,0.048,12.516,87794.95604999998,551392.0439500001,33266.51040009741,13.735410146013606
Austria,2010,295896.6,8351643.0,80372.54,204450,19810,32030,15990,137900,62880,20,1,1,0,0,0,105,75781.0,227195,147529,113124.0,8226.0,75613,32531,185175,16903,11044,24,3129,35429.74717669326,8439.116699999999,15493.42545,4500.73295,4725.35387,1808.85276,1134.3654,4754.54544,650.62,185.175,16.903,0.0,0.0,0.0,41709.09057000001,254187.50942999998,30435.629184580805,14.095832993687663
Poland,2010,362190.9,38022869.0,377611.36,877450,151500,271260,816620,738130,316320,303,9,9,18,107,40,105,27011.0,129265,83938,42598.0,3070.0,70606,32531,185175,16903,11044,24,3129,9525.606813099768,39649.1928,23700.80195,19583.6475,22769.02188,34786.37876,2266.0591,22334.08992,9856.893,1666.575,152.127,198.792,2.568,125.16,177091.30691000004,185099.59308999998,4868.112216624158,48.89446612546036
Portugal,2010,179610.8,10573479.0,60044.07,197660,55510,88610,63090,162130,58990,29,2,2,2,46,9,105,31431.0,234012,151956,35284.0,2221.0,25361,32531,185175,16903,11044,24,3129,16986.91603775824,6304.62735,6212.65146,12990.00612,13464.82116,2226.06756,360.09073,1496.04539,943.399,370.35,33.806,22.088,1.104,28.161,44453.21777,135157.58223,12782.697372359657,24.74974654642149
Romania,2010,125472.3,20294683.0,94626.85,241680,129770,166830,355600,267560,186500,44,4,2,5,14,13,105,52412.0,217324,141119,61831.0,3748.0,48662,32531,185175,16903,11044,24,3129,6182.520810992712,9935.81925,12666.93216,28202.13548,23542.88277,21987.1036,1002.81488,9075.463,1431.364,740.7,33.806,55.22,0.336,40.677,108715.25414,16757.04586,825.6865041942266,86.64482450708245
Slovenia,2010,36363.9,2046976.0,12485.4,48000,14540,16870,10430,39910,19540,5,1,0,1,2,2,105,84406.0,373078,242259,93509.0,10127.0,80401,32531,185175,16903,11044,24,3129,17764.692893321662,1310.967,4051.488,5424.55412,4086.90933,975.29887,404.16857,1571.03554,162.655,185.175,0.0,11.044,0.048,6.258,18189.60143,18174.298570000003,8878.608527896762,50.021041279950715
Slovakia,2010,68492.1,5390410.0,39022.01,86160,26090,32000,67710,124660,28820,10,1,1,1,2,5,105,50306.0,233434,151580,60571.0,5753.0,104309,32531,185175,16903,11044,24,3129,12706.287647878362,4097.31105,4334.36496,6090.29306,4850.56,4101.26241,717.16898,3006.18538,325.31,185.175,16.903,11.044,0.048,15.645,27751.270839999997,40740.82916000001,7558.020477106566,40.51747696449663
Finland,2010,188143.0,5351427.0,53961.71,187290,23790,39050,66100,113400,36590,20,1,1,3,23,26,105,14520.0,65365,42445,17104.0,634.0,13649,32531,185175,16903,11044,24,3129,35157.53835378862,5665.97955,2719.4508,1555.03335,1657.47725,1130.5744,71.8956,499.41691,650.62,185.175,16.903,33.132,0.552,81.354,14267.563859999998,173875.43614,32491.41511974283,7.583361517569083
